time,predicted,predictedlat,predicted1,predictedlat1,actual
1588428443744,2147483647,2147483648,1009,1010,18
1588428508491,231,288,1084,1141,393
1588428540464,231,249,880,898,47
1588428582949,231,253,1244,1266,365
1588428612202,231,253,866,888,529
1588428649867,231,232,1063,1064,54
1588428689407,231,239,1848,1856,114
1588428725169,231,246,1469,1484,406
1588428762540,231,272,1097,1138,110
1588428791650,231,234,1172,1175,91
1588428810012,231,234,1025,1028,13
1588428844554,719,724,1158,1163,3769
1588428864614,719,720,1184,1185,203
1588428895834,719,749,865,895,7
1588428936533,719,741,889,911,2111
1588428969861,719,740,978,999,40
1588428996705,719,720,995,996,9
1588429024514,719,720,985,986,163
1588429053632,719,1145,1065,1491,18
1588429087665,719,720,1065,1066,6
1588429126990,719,767,1051,1099,135
1588429171109,719,731,815,827,1183
1588429188390,719,731,698,710,468
1588429215558,719,954,706,941,210
1588429249357,719,722,785,788,11
1588429263856,719,721,827,829,97
1588429300376,719,732,841,854,360
1588429326241,940,947,1123,1130,254
1588429357656,940,943,1110,1113,1189
1588429401548,940,1389,800,1249,1790
1588429436466,940,979,891,930,49
1588429494489,940,1440,1070,1570,1290
1588429523966,940,941,1341,1342,79
1588429576560,940,959,841,860,33
1588429595630,940,961,754,775,141
1588429631219,940,946,1021,1027,655
1588429670097,940,941,1016,1017,1731
1588429724208,940,1262,755,1077,691
1588429755411,940,941,768,769,147
1588429784958,940,941,1018,1019,2015
1588429820302,940,1324,626,1010,73
1588429872436,145,470,894,1219,365
1588429913343,145,169,864,888,7
1588429938409,145,169,1020,1044,6
1588429960095,145,147,904,906,3534
1588429987251,145,147,877,879,36
1588430023147,145,153,947,955,3088
1588430076122,145,147,677,679,1339
1588430117351,145,146,1176,1177,3700
1588430160830,145,236,627,718,208
1588430221246,145,159,751,765,4601
1588430253155,145,871,1295,2021,133
1588430288603,145,165,990,1010,357
1588430320227,145,154,1034,1043,182
1588430338687,29,38,824,833,7
1588430352762,29,30,815,816,7
1588430365913,29,30,803,804,12
1588430378837,29,30,803,804,10
1588430393182,29,30,711,712,9
1588430408688,29,30,1285,1286,6
1588430423299,29,30,1302,1303,8
1588430439006,29,30,1086,1087,16
1588430453675,29,30,939,940,7
1588430470446,29,30,900,901,69
1588430486203,29,30,1474,1475,8
1588430499800,29,30,1474,1475,8
1588430513220,29,30,1301,1302,7
1588430526213,29,30,1265,1266,17
1588430539309,29,30,1287,1288,13
1588430553189,29,30,909,910,11
1588430566211,29,30,1283,1284,31
1588430579209,29,30,1283,1284,19
1588430592121,29,30,1269,1270,7
1588430605049,29,30,1245,1246,16
1588430617406,29,30,1272,1273,9
1588430630446,29,30,921,922,14
1588430643269,29,30,1868,1869,8
1588430656364,29,30,1406,1407,7
1588430669271,29,30,1369,1370,13
1588430682418,29,30,1413,1414,9
1588430695145,29,30,1435,1436,10
1588430707564,29,30,1754,1755,6
1588430719673,29,30,1757,1758,6
1588430732468,29,30,1308,1309,16
1588430744731,29,31,1715,1717,10
1588430757347,29,31,1720,1722,8
1588430769658,29,31,1682,1684,8
1588430781974,29,29,967,967,8
1588430794513,29,29,963,963,7
1588430807218,29,29,891,891,9
1588430819607,29,30,893,894,8
1588430831115,29,30,839,840,10
1588430842402,29,30,891,892,9
1588430853848,29,30,891,892,8
1588430864302,29,30,10000,10001,13
1588430874867,29,30,10000,10001,7
1588430885166,29,29,10000,10000,63
1588430895447,28,28,10000,10000,11
1588430905611,28,28,10000,10000,7
1588430914722,28,28,10000,10000,8
1588430923828,28,28,10000,10000,8
1588430932955,28,28,10000,10000,11
1588430942099,28,28,999,999,8
1588430951340,28,29,999,1000,8
1588430960455,28,29,999,1000,8
1588430969576,28,29,999,1000,9
1588430978673,28,29,999,1000,8
1588430987818,28,28,999,999,7
1588430997080,28,28,999,999,10
1588431006237,28,28,999,999,20
1588431015345,28,28,999,999,16
1588431024454,28,29,999,1000,6
1588431033600,28,29,999,1000,7
1588431042804,28,29,10000,10001,10
1588431051925,28,29,10000,10001,13
1588431061126,28,29,10000,10001,9
1588431070343,28,29,10000,10001,10
1588431079508,28,29,10000,10001,9
1588431088758,28,29,10000,10001,6
1588431097883,28,28,10000,10000,6
1588431107080,28,28,10000,10000,8
1588431116233,28,28,10000,10000,18
1588431125427,28,28,10000,10000,9
1588431134650,28,28,10000,10000,8
1588431143771,28,28,10000,10000,10
1588431152895,28,28,10000,10000,6
1588431162007,28,28,10000,10000,7
1588431171280,28,28,10000,10000,8
1588431180512,28,28,10000,10000,10
1588431189636,28,28,10000,10000,8
1588431198754,28,28,10000,10000,7
1588431207875,28,29,10000,10001,10
1588431217026,28,29,10000,10001,7
1588431226252,28,29,10000,10001,18
1588431235382,28,29,10000,10001,8
1588431244493,28,28,10000,10000,7
1588431253615,28,28,10000,10000,8
1588431262774,28,28,10000,10000,6
1588431271984,28,28,10000,10000,17
1588431281154,28,29,10000,10001,11
1588431290376,28,29,10000,10001,9
1588431299490,28,29,10000,10001,7
